key,tokenizer,technique,mcc,m_f1,w_f1,acc
414,WhitespaceTokenizer,LSTM,0.0,0.35324928977272724,0.3858830264943533,0.5461908030199039
133,ToktokTokenizer,BiLSTM,0.0,0.35775368068412233,0.3985626454951732,0.557035003431709
475,TweetTokenizer,LSTM,0.0,0.3557088529229681,0.3927689791231785,0.5520933424845573
504,TreebankWordTokenizer,GB,-0.004864019229123121,0.37304745800868383,0.4177245037906785,0.5622512010981469
171,NLTKWordTokenizer,CNN,0.0,0.3562212796041004,0.3942149562344897,0.5533287577213453
84,TreebankWordTokenizer,GB,0.00012560884373873834,0.3888002099611056,0.431330821542368,0.5610157858613589
350,SyllableTokenizer,CNN,0.4806812682768248,0.7400230755193464,0.7450290256067638,0.7443443883153964
404,SyllableTokenizer,LSTM,0.0,0.3565573770491803,0.39516550067870937,0.554140127388535
405,SyllableTokenizer,BiLSTM,0.4868943001903187,0.7433047284285446,0.7478103106091439,0.7482978256094882
60,MWETokenizer,GB,-0.0058113435549332045,0.36721119415380304,0.40968623677883503,0.5591142020497804
45,MWETokenizer,BNB,-0.009463227857181872,0.3649263391300438,0.40790525843947023,0.5593685655456417
112,TweetTokenizer,LR,0.018409144864919017,0.3934055052002934,0.4328245118398794,0.5607613469985359
247,TreebankWordTokenizer,LR,0.012118397949111851,0.3946699966421668,0.4258228194309972,0.5487989018531229
245,WhitespaceTokenizer,LSTM,0.0,0.3588840975094606,0.4017925462302211,0.5597803706245711
127,MWETokenizer,BiLSTM,0.0,0.3589111815088584,0.4018701699251822,0.5598462664714495
463,NLTKWordTokenizer,KNN,0.007545844550058241,0.4709022631509161,0.462451221049185,0.4803019903912149
483,WhitespaceTokenizer,LSTM,0.0,0.36012296881862105,0.4053546114361966,0.5628002745367193
341,MWETokenizer,GB,0.014166296731668554,0.3714069515688044,0.4066687690338417,0.5523830441467165
377,TweetTokenizer,LR,-0.0113393235618144,0.3824994930347237,0.4236106736465425,0.5567604667124227
